Molecule Name,CDD Number,SMILES,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Standard Deviation (±),SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Count,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Run Date,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Experiment Status,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Soaking time,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Crystal mounting result,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (High res shell),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Space Group,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Ligand confidence,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Fragalysis Link,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: CChalf (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: ISig(I) (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rwork,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rfree,worked
ASAP-0000549,,CS(=O)(=O)NC1CCC(Nc2ccc([C@@H](CC(O)=O)NC(=O)c3ncnc4[nH]ccc34)cc2)CC1,,,,2023-11-21,Structure analysed and rejected,01:29:04,OK: No comment:No comment,57.9,P 43,,,,,,,,False
ASAP-0000546,,C[C@H]1C[C@H]1c1nnc(Nc2ccc([C@@H](CC(O)=O)NC(=O)c3c[nH]c4ncncc34)cc2)o1,,,,2024-03-20,Structure analysed and rejected,1:10:38 AM,OK: No comment:No comment,34.9,P 43,,,,,,,,False
ASAP-0000513,,CS(=O)(=O)NC1CCC(Nc2ccc([C@@H](CC(O)=O)NC(=O)c3c[nH]c4ncncc34)cc2)CC1,,,,2023-11-21,Structure analysed and rejected,01:30:40,OK: No comment:No comment,43.3,P 43,,,,,,,,False
ASAP-0000545,,Cc1[nH]c2ncnc(NC(=O)C3CC(C(F)(F)F)C3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:27:06,OK: No comment:No comment,38.6,P 43,,,,,,,,False
ASAP-0000555,,NC(=O)c1ccc(S(=O)(=O)Nc2cnc3[nH]ccc3c2)cc1,,,,2024-02-28,Structure analysed and rejected,1:16:52 AM,OK: No comment:No comment,17.3,P 43,,,,,,,,False
ASAP-0000554,,Fc1ccc(CS(=O)(=O)Nc2cnc3[nH]ccc3c2)cc1,,,,2023-11-21,Structure analysed and rejected,01:16:10,OK: No comment:No comment,22.1,P 43,,,,,,,,False
ASAP-0000556,,OCC[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccccc1F,,,,2023-11-21,Structure analysed and rejected,01:32:32,OK: No comment:No comment,31.3,P 43,,,,,,,,False
ASAP-0000553,,Fc1ccc(CNC(=O)c2ncnc3[nH]ccc23)nc1,,,,2024-03-20,Structure analysed and rejected,1:15:22 AM,OK: No comment:No comment,25.6,P 43,,,,,,,,False
ASAP-0000551,,CCc1coc(Nc2ccc([C@@H](CC(O)=O)NC(=O)c3c[nH]c4ncncc34)cc2)n1,,,,2023-11-21,Structure analysed and rejected,01:30:09,OK: No comment:No comment,34.6,P 43,,,,,,,,False
ASAP-0000552,,Fc1ccccc1CNC(=O)c1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:30:45,OK: No comment:No comment,31.2,P 43,,,,,,,,False
ASAP-0000608,,Cc1cc2c(C(=O)N[C@@H](CC(O)=O)c3ccc(Br)cc3)cccc2[nH]1,,,,2024-03-20,Structure analysed and rejected,1:59:19 AM,OK: No comment:No comment,22.3,P 43,,,,,,,,False
ASAP-0000600,,Cc1[nH]c2ncnc(NC(=O)c3cccnn3)c2c1C,,,,2024-02-28,Structure analysed and rejected,2:25:20 AM,OK: No comment:No comment,34.1,P 43,,,,,,,,False
ASAP-0000599,,Cc1[nH]c2ncnc(NC(=O)c3ccc(C)nc3)c2c1C,,,,2024-02-28,Structure analysed and rejected,1:07:20 AM,OK: No comment:No comment,26.3,P 43,,,,,,,,False
ASAP-0000598,,OC(=O)[C@H]1CCC[C@H]1NC(=O)c1cnn2ccc(C3CCN(C(=O)c4ccc(Cl)c(Cl)c4)CC3)cc12,,,,2024-03-20,Structure analysed and rejected,2:08:25 AM,OK: No comment:No comment,38.6,P 43,,,,,,,,False
ASAP-0000596,,Cc1[nH]c2ncnc(NC(=O)c3cc(Cl)ccn3)c2c1C,,,,2024-02-28,Structure analysed and rejected,1:06:28 AM,OK: No comment:No comment,29.1,P 43,,,,,,,,False
ASAP-0000597,,COc1ccc(C(=O)Nc2ncnc3[nH]c(C)c(C)c23)cn1,,,,2023-11-21,Structure analysed and rejected,01:06:45,OK: No comment:No comment,26.8,P 43,,,,,,,,False
ASAP-0000607,,OC(=O)C[C@@H](NC(=O)c1nccc2cc[nH]c12)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,02:11:04,OK: No comment:No comment,25.9,P 43,,,,,,,,False
ASAP-0000606,,OC(=O)C[C@@H](NC(=O)c1cccc2[nH]ncc12)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,01:11:36,OK: No comment:No comment,27.0,P 43,,,,,,,,False
ASAP-0000602,,OC(=O)C[C@@H](NC(=O)c1nccc2[nH]ncc12)c1ccc(Br)cc1,,,,2023-11-21,Structure analysed and rejected,01:09:11,OK: No comment:No comment,25.7,P 43,,,,,,,,False
ASAP-0000603,,Cc1nc(C(=O)N[C@@H](CC(O)=O)c2ccc(Br)cc2)c2cc[nH]c2n1,,,,2023-11-21,Structure analysed and rejected,01:09:40,OK: No comment:No comment,28.7,P 43,,,,,,,,False
ASAP-0000604,,Cn1ccc2c(C(=O)N[C@@H](CC(O)=O)c3ccc(Br)cc3)ccnc12,,,,2023-11-21,Structure analysed and rejected,01:10:01,OK: No comment:No comment,18.1,P 43,,,,,,,,False
ASAP-0000595,,Cc1[nH]c2ncnc(NC(=O)c3ccc(Cl)nn3)c2c1C,,,,2024-03-20,Structure analysed and rejected,2:06:54 AM,OK: No comment:No comment,41.6,P 43,,,,,,,,False
ASAP-0000587,,NC(=O)C[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,,,,2023-11-21,Structure analysed and rejected,01:02:45,OK: No comment:No comment,29.1,P 43,,,,,,,,False
ASAP-0000586,,Cc1[nH]c2ncnc(NC(=O)c3ccc(-n4cccn4)nc3)c2c1C,,,,2023-11-21,Structure analysed and rejected,02:19:59,OK: No comment:No comment,43.7,P 43,,,,,,,,False
ASAP-0000585,,OC(=O)c1sc2cnccc2c1NC(=O)c1ccc(NC(=O)NC2CC2)cc1,,,,2024-03-20,Structure analysed and rejected,2:02:48 AM,OK: No comment:No comment,24.8,P 43,,,,,,,,False
ASAP-0000584,,FC(F)[C@@H](NC(=O)c1c[nH]c2c(NC(=O)NC3CC3)cccc12)c1ccccc1,,,,2023-11-21,Structure analysed and rejected,01:01:51,OK: No comment:No comment,38.7,P 43,,,,,,,,False
ASAP-0000594,,Cc1[nH]c2ncnc(NC(=O)c3cnc(Cl)cn3)c2c1C,,,,2023-11-21,Structure analysed and rejected,01:04:38,OK: No comment:No comment,16.7,P 43,,,,,,,,False
ASAP-0000592,,OC[C@@H](Cc1ccncc1)NC(=O)c1ncnc2[nH]ccc12,,,,2024-02-28,Structure analysed and rejected,2:05:24 AM,OK: No comment:No comment,40.8,P 43,,,,,,,,False
ASAP-0000591,,COc1ccc([C@@H](CC(O)=O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2024-03-20,Structure analysed and rejected,2:05:04 AM,OK: No comment:No comment,38.2,P 43,,,,,,,,False
ASAP-0000589,,NC(=O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(F)cc1,,,,2023-11-21,Structure analysed and rejected,01:03:18,OK: No comment:No comment,27.1,P 43,,,,,,,,False
ASAP-0000590,,COc1ccc(C(=O)N2CCC(c3ccn4ncc(C(=O)N[C@@H]5CCC[C@@H]5C(O)=O)c4c3)CC2)cc1,,,,2023-11-21,Structure analysed and rejected,01:03:34,OK: No comment:No comment,60.1,P 43,,,,,,,,False
ASAP-0013321,,CCNC(=O)c1cc2c(NC3(c4ccc5c(c4)S(=O)(=O)CCC5)CCC3)ncnc2[nH]1,,,,2023-11-21,Structure analysed and rejected,31/12/1899 21:49:27,,97.5,P 1 21 1,,,,,,,,False
ASAP-0012348,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,,,,,,,,,,,,,,,,,False
ASAP-0012340,,CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0012342,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,,,,,,,,,,,,,,,,,False
ASAP-0012344,,CNC(=O)c1cccc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,,,,,,,,,,,,,,,,,False
ASAP-0012330,,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0012332,,CC(C)(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0012334,,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013258,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3CN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,Structure analysed and rejected,,,48.6,P 1 21 1,,,,,,,,False
ASAP-0013319,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(-n4cnnn4)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,31/12/1899 21:49:27,,90.0,P 1 21 1,,,,,,,,False
ASAP-0012350,,CC(C)[C@@H](Nc1ccnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013257,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3CCN(C)CC3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,,,0.2,P 1 21 1,,,,,,,,False
ASAP-0013256,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,,,,2024-03-20,Structure analysed and rejected,,,97.9,P 1 21 1,,,,,,,,False
ASAP-0012313,,CC(C)[C@@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0012315,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0012307,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0011448,,Cc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0011440,,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(n3)NC(=O)CO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0012320,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncc(S(C)(=O)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,1:05:26 AM,OK: No comment:No comment,98.7,P1211,,,,,,,,False
ASAP-0012323,,CC(C)[C@H](Nc1ccnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0012325,,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0012327,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013824,,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0013841,,CC(C)[C@@H](Nc1ncnc2c1OCCO2)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,Structure analysed and rejected,,,72.8,P 1 21 1,,,,,,,,False
ASAP-0013833,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure deposited,,,6.1,P 1 21 1,,,,,,,,False
ASAP-0013831,,CC(C)[C@@H](Nc1ccncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013785,,Cc1n[nH]c(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,,,,2023-11-21,No data collected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013778,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc4c(c3)nnn4C)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,No data collected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013781,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc4c(cc3F)NC(=O)CC4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,No data collected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013773,,Cc1ccc(F)cc1NC(=O)c1cc(Cl)ncc1N,,,,2024-03-20,Structure analysed and rejected,31/12/1899 21:49:27,,88.9,P 1 21 1,,,,,,,,False
ASAP-0013818,,CC(C)[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,Structure analysed and rejected,,,93.5,P 1 21 1,,,,,,,,False
ASAP-0013790,,CC(=O)Nc1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cc1F,,,,2024-03-20,Structure analysed and rejected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013813,,CC(C)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,Structure analysed and rejected,,,91.6,P 1 21 1,,,,,,,,False
ASAP-0013787,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc4n3CCC4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,No data collected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013843,,CC(C)[C@@H](Nc1ncnc(N2CCCC2)n1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,Structure analysed and rejected,,,93.7,P 1 21 1,,,,,,,,False
ASAP-0014732,,CC(C)[C@H](Nc1cc(O)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014681,,COc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,,,,,,,,,,,,,,False
ASAP-0014687,,O=C(O)C[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,,,,,,,,,,,,,,False
ASAP-0014690,,CC(C)[C@H](Nc1ncnc(-n2cccn2)n1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014693,,CC(C)[C@@H](Nc1cc(N2CCC[C@H]2C(=O)O)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014716,,CC(C)[C@H](Nc1ncncc1-n1nccn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014722,,C[C@H](C(=O)O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,,,,,,,,,,,,,,False
ASAP-0014726,,C[C@@H](C(=O)O)[C@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,,,,,,,,,,,,,,False
ASAP-0014728,,CC(C)[C@H](Nc1cc(N2CCNCC2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014737,,CNc1ncnc(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)c1Cl,,,,,,,,,,,,,,,,,False
ASAP-0014871,,CC(C)[C@H](Nc1cc(-n2nccn2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014741,,CCNC(=O)c1cc2c(NC3(c4ccc5c(c4)S(=O)(=O)CCC5)CC3)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0014744,,CC(C)[C@H](Nc1cc(-n2ccnn2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014748,,CC(C)[C@H](Nc1ncncc1-n1cncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014752,,CC(C)[C@@H](Nc1cc(-n2ccnn2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014756,,CC(C)[C@@H](Nc1cc(N2CCNCC2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014760,,CC(C)[C@H](Nc1ncncc1-n1ccnn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014868,,CC(C)[C@@H](Nc1cc(-n2nccn2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014869,,CC(C)[C@@H](Nc1cc(NCC(F)(F)F)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014679,,COc1ccc([C@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,,,,,,,,,,,,,,False
ASAP-0014676,,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,,,,,,,,,,,,,,,,,False
ASAP-0014672,,Cc1nc(N)c(Cl)c(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,,,,,,,,,,,,,,,,,False
ASAP-0014666,,CC(C)[C@@H](Oc1cc(N)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014598,,CC(C)[C@H](Nc1ncnc(N)c1F)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,,,99.2,P 1 21 1,,,,,,,,False
ASAP-0014599,,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)NS(=O)(=O)CO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0014631,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCO2,,,,,,,,,,,,,,,,,False
ASAP-0014635,,CCNC(=O)c1cc2c(N[C@H](c3cnc(C(=O)N(C)C)nc3)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0014641,,CC(C)[C@@H](Nc1ncnc2c1CCO2)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014644,,CC(C)[C@H](Nc1ncnc(O)c1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014650,,CC(C)[C@H](Nc1ncnc2c1CCO2)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014655,,CC(C)[C@H](Nc1nc(N)ncc1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014659,,CC(C)[C@@H](NC(=O)Cc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014662,,CC(C)[C@H](Oc1cc(N)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014870,,CC(C)[C@H](Nc1cc(-n2cncn2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014872,,CC(C)[C@H](Nc1cc(NCC(F)(F)F)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015381,,COc1ccc([C@H](Cc2nnn[nH]2)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2024-03-20,Structure analysed and rejected,,,56.8,P 1 21 1,,,,,,,,False
ASAP-0014876,,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(n3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0015647,,CC(C)[C@@H](Oc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0015776,,CC(C)[C@@H](Nc1ncnc2[nH]c(Br)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure deposited,,,18.3,P 1 21 1,,,,,,,,False
ASAP-0014899,,COc1ncnc(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)c1F,,,,,,,,,,,,,,,,,False
ASAP-0014928,,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCO5)C(C)C)ncnc3[nH]2)co1,,,,,,,,,,,,,,,,,False
ASAP-0014934,,CC(C)[C@@H](Nc1ncncc1N1CCOCC1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015076,,CC(C)[C@H](Nc1ncnc2nccnc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015083,,CC(C)[C@H](Nc1ncnc2ccoc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015088,,CC(C)[C@H](Nc1ncnc2[nH]nnc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015091,,CC(C)[C@H](Nc1cc(-c2nc[nH]n2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015217,,CC(C)[C@H](Nc1ncnc2c1NCCO2)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015220,,CC(C)[C@H](Nc1nccc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015289,,CC(C)[C@@H](Oc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015293,,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(n3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0015296,,CC(C)[C@H](Nc1ncncc1N1CCNCC1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015300,,CC(C)[C@H](Nc1ncnc2cn[nH]c12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0015374,,CC(C)[C@H](Nc1ncncc1-c1nc[nH]n1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013880,,CC(C)[C@@H](Nc1ncncc1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013845,,CC(C)[C@H](Nc1ncnc(N2CCCC2)n1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-03-20,Structure analysed and rejected,,,,,,,,,,,,False
ASAP-0013879,,CC(C)[C@@H](Nc1ncnc2c1CNCC2)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,No data collected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013881,,CC(C)[C@H](Nc1ncnc2c1CNCC2)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,31/12/1899 21:49:27,,88.3,P 1,,,,,,,,False
ASAP-0014538,,CC(C)[C@H](Nc1cc(N2CCOCC2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014537,,CC(C)[C@@H](Nc1cc(N2CCOCC2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013882,,CC(C)[C@H](Nc1ncncc1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,No data collected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0014535,,CC(C)[C@@H](Nc1cc(N(C)C)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0014536,,CC(C)[C@@H](Nc1cc(N)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013391,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncnc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,No data collected,,,,,,,,,,,,False
ASAP-0013714,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(C)(=O)=O)nc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-03-20,Structure analysed and rejected,31/12/1899 21:49:27,,36.1,P212121,,,,,,,,False
ASAP-0013724,,Cc1nnn(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,,,,2023-11-21,Structure analysed and rejected,31/12/1899 21:49:27,,89.1,P 1 21 1,,,,,,,,False
ASAP-0013384,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(N)(=O)=O)c4nsnc34)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,,,90.3,P1211,,,,,,,,False
ASAP-0013382,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc(O)nc4ccccc34)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013387,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnc(OCCN(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,,,18.3,P 1 21 1,,,,,,,,False
